shift_a,shift_b,shift_c,fgw_distance,relaxed_energy
0.667,0.292,-2.400,0.272651191216,-978.340454101562
0.667,0.333,-2.400,0.274545390156,-978.948730468750
0.667,0.375,-2.400,0.272651191216,-978.380187988281
0.667,0.417,-2.400,0.274097595845,-978.578308105469
0.667,0.458,-2.400,0.276292316022,-977.989440917969
0.667,0.500,-2.400,0.274355083999,-977.945373535156
0.667,0.542,-2.400,0.276292316022,-977.989440917969
0.667,0.583,-2.400,0.274097595845,-978.578613281250
0.667,0.625,-2.400,0.272651191216,-978.336059570312
0.667,0.667,-2.400,0.274545390156,-978.948913574219
0.667,0.708,-2.400,0.272651191216,-978.355651855469
0.667,0.750,-2.400,0.274097595845,-978.578491210938
0.667,0.792,-2.400,0.276292316022,-977.989440917969
0.667,0.833,-2.400,0.274355083999,-977.984313964844
0.667,0.875,-2.400,0.276292316022,-977.989501953125
0.667,0.917,-2.400,0.274097595845,-978.581787109375
0.667,0.958,-2.400,0.272651191216,-978.356018066406
0.708,0.000,-2.400,0.276267505736,-978.065124511719
0.708,0.042,-2.400,0.273020684518,-978.538696289062
0.708,0.083,-2.400,0.274395134740,-978.156066894531
0.708,0.125,-2.400,0.273107080028,-978.579467773438
0.708,0.167,-2.400,0.272625234441,-978.554443359375
0.708,0.208,-2.400,0.275695952602,-977.729309082031
0.708,0.250,-2.400,0.274198320980,-978.181152343750
0.708,0.292,-2.400,0.275600466825,-978.319702148438
0.708,0.333,-2.400,0.276267505735,-978.064880371094
0.708,0.375,-2.400,0.273020684518,-978.534057617188
0.708,0.417,-2.400,0.274395134740,-978.156250000000
0.708,0.458,-2.400,0.273107080028,-978.579528808594
0.708,0.500,-2.400,0.272625234441,-978.554321289062
0.708,0.542,-2.400,0.275695952602,-977.730895996094
0.708,0.583,-2.400,0.274198320980,-978.178588867188
0.708,0.625,-2.400,0.275600466825,-978.320373535156
0.708,0.667,-2.400,0.276267505736,-978.066040039062
0.708,0.708,-2.400,0.273020684518,-978.553588867188
0.708,0.750,-2.400,0.274395134740,-978.152954101562
0.708,0.792,-2.400,0.273107080028,-978.566284179688
0.708,0.833,-2.400,0.272625234441,-978.557983398438
0.708,0.875,-2.400,0.275695952602,-977.729248046875
0.708,0.917,-2.400,0.274198320980,-978.178710937500
0.708,0.958,-2.400,0.275600466825,-978.319946289062
0.750,0.000,-2.400,0.274146944561,-978.156738281250
0.750,0.042,-2.400,0.274238774372,-978.366638183594
0.750,0.083,-2.400,0.277464570486,-978.526428222656
0.750,0.125,-2.400,0.274238774372,-978.387817382812
0.750,0.167,-2.400,0.274146944561,-978.156188964844
0.750,0.208,-2.400,0.274304969577,-978.126342773438
0.750,0.250,-2.400,0.272252876747,-978.121948242188
0.750,0.292,-2.400,0.274304969577,-978.127014160156
0.750,0.333,-2.400,0.274146944561,-978.155273437500
0.750,0.375,-2.400,0.274238774372,-978.388732910156
0.750,0.417,-2.400,0.277464570486,-978.519226074219
0.750,0.458,-2.400,0.274238774372,-978.369934082031
0.750,0.500,-2.400,0.274146944561,-978.156250000000
0.750,0.542,-2.400,0.274304969577,-978.126281738281
0.750,0.583,-2.400,0.272252876747,-978.123779296875
0.750,0.625,-2.400,0.274304969576,-978.156311035156
0.750,0.667,-2.400,0.274146944561,-978.165771484375
0.750,0.708,-2.400,0.274238774372,-978.370056152344
0.750,0.750,-2.400,0.277464570486,-978.526611328125
0.750,0.792,-2.400,0.274238774372,-978.387817382812
0.750,0.833,-2.400,0.274146944561,-978.164489746094
0.750,0.875,-2.400,0.274304969576,-978.126281738281
0.750,0.917,-2.400,0.272252876747,-978.122070312500
0.750,0.958,-2.400,0.274304969577,-978.126708984375
0.792,0.000,-2.400,0.272625234441,-978.574157714844
0.792,0.042,-2.400,0.273107080028,-978.525573730469
0.792,0.083,-2.400,0.274395134740,-978.156188964844
0.792,0.125,-2.400,0.273020684518,-978.535095214844
0.792,0.167,-2.400,0.276267505736,-978.065734863281
0.792,0.208,-2.400,0.275600466825,-978.320068359375
0.792,0.250,-2.400,0.274198320980,-978.036499023438
0.792,0.292,-2.400,0.275695952602,-977.734619140625
0.792,0.333,-2.400,0.272625234441,-978.539794921875
0.792,0.375,-2.400,0.273107080028,-978.579650878906
0.792,0.417,-2.400,0.274395134740,-978.156188964844
0.792,0.458,-2.400,0.273020684518,-978.538391113281
0.792,0.500,-2.400,0.276267505736,-978.065734863281
0.792,0.542,-2.400,0.275600466825,-978.319946289062
0.792,0.583,-2.400,0.274198320980,-978.178710937500
0.792,0.625,-2.400,0.275695952602,-977.729858398438
0.792,0.667,-2.400,0.272625234441,-978.572204589844
0.792,0.708,-2.400,0.273107080028,-978.584533691406
0.792,0.750,-2.400,0.274395134740,-978.156250000000
0.792,0.792,-2.400,0.273020684518,-978.539184570312
0.792,0.833,-2.400,0.276267505736,-978.065917968750
0.792,0.875,-2.400,0.275600466825,-978.320007324219
0.792,0.917,-2.400,0.274198320980,-978.043273925781
0.792,0.958,-2.400,0.275695952601,-977.734680175781
0.833,0.000,-2.400,0.274355083999,-978.354370117188
0.833,0.042,-2.400,0.276292316022,-977.989501953125
0.833,0.083,-2.400,0.274097595845,-978.581054687500
0.833,0.125,-2.400,0.272651191216,-978.336791992188
0.833,0.167,-2.400,0.274545390156,-978.948791503906
0.833,0.208,-2.400,0.272651191216,-978.356567382812
0.833,0.250,-2.400,0.274097595845,-978.581787109375
0.833,0.292,-2.400,0.276292316022,-977.989624023438
0.833,0.333,-2.400,0.274355083999,-977.974731445312
0.833,0.375,-2.400,0.276292316022,-977.989501953125
0.833,0.417,-2.400,0.274097595845,-978.577941894531
0.833,0.458,-2.400,0.272651191215,-978.338867187500
0.833,0.500,-2.400,0.274545390156,-978.948791503906
0.833,0.542,-2.400,0.272651191216,-978.339965820312
